r [A]	U [eV]
12,73	-2,40596E-06
12,74	-2,37488E-06
12,75	-2,34421E-06
12,76	-2,31393E-06
12,77	-2,28405E-06
12,78	-2,25455E-06
12,79	-2,22543E-06
12,8	-2,19668E-06
12,81	-2,16831E-06
12,82	-2,1403E-06
12,83	-2,11266E-06
12,84	-2,08537E-06
12,85	-2,05844E-06
12,86	-2,03185E-06
12,87	-2,00561E-06
12,88	-1,97971E-06
12,89	-1,95414E-06
12,9	-1,9289E-06
12,91	-1,90398E-06
12,92	-1,87939E-06
12,93	-1,85512E-06
12,94	-1,83116E-06
12,95	-1,80751E-06
12,96	-1,78416E-06
12,97	-1,76112E-06
12,98	-1,73837E-06
12,99	-1,71592E-06
13	-1,69376E-06
13,01	-1,67188E-06
13,02	-1,65029E-06
13,03	-1,62897E-06
13,04	-1,60793E-06
13,05	-1,58716E-06
13,06	-1,56666E-06
13,07	-1,54643E-06
13,08	-1,52646E-06
13,09	-1,50674E-06
13,1	-1,48728E-06
13,11	-1,46807E-06
13,12	-1,44911E-06
13,13	-1,43039E-06
13,14	-1,41192E-06
13,15	-1,39368E-06
13,16	-1,37568E-06
13,17	-1,35791E-06
13,18	-1,34037E-06
13,19	-1,32306E-06
13,2	-1,30597E-06
13,21	-1,28911E-06
13,22	-1,27246E-06
13,23	-1,25602E-06
13,24	-1,2398E-06
13,25	-1,22378E-06
13,26	-1,20798E-06
13,27	-1,19238E-06
13,28	-1,17698E-06
13,29	-1,16177E-06
13,3	-1,14677E-06
13,31	-1,13196E-06
13,32	-1,11734E-06
13,33	-1,10291E-06
13,34	-1,08866E-06
13,35	-1,0746E-06
13,36	-1,06072E-06
13,37	-1,04702E-06
13,38	-1,0335E-06
13,39	-1,02015E-06
13,4	-1,00697E-06
13,41	-9,93967E-07
13,42	-9,81129E-07
13,43	-9,68457E-07
13,44	-9,55948E-07
13,45	-9,43601E-07
13,46	-9,31414E-07
13,47	-9,19384E-07
13,48	-9,07509E-07
13,49	-8,95788E-07
13,5	-8,84218E-07
13,51	-8,72798E-07
13,52	-8,61525E-07
13,53	-8,50397E-07
13,54	-8,39414E-07
13,55	-8,28572E-07
13,56	-8,1787E-07
13,57	-8,07307E-07
13,58	-7,9688E-07
13,59	-7,86587E-07
13,6	-7,76428E-07
13,61	-7,664E-07
13,62	-7,56501E-07
13,63	-7,4673E-07
13,64	-7,37085E-07
13,65	-7,27565E-07
13,66	-7,18168E-07
13,67	-7,08892E-07
13,68	-6,99736E-07
13,69	-6,90699E-07
13,7	-6,81778E-07
13,71	-6,72972E-07
13,72	-6,6428E-07
13,73	-6,557E-07
13,74	-6,47231E-07
13,75	-6,38872E-07
13,76	-6,3062E-07
13,77	-6,22475E-07
13,78	-6,14435E-07
13,79	-6,06499E-07
13,8	-5,98666E-07
13,81	-5,90934E-07
13,82	-5,83301E-07
13,83	-5,75767E-07
13,84	-5,68331E-07
13,85	-5,6099E-07
13,86	-5,53745E-07
13,87	-5,46593E-07
13,88	-5,39533E-07
13,89	-5,32564E-07
13,9	-5,25686E-07
13,91	-5,18896E-07
13,92	-5,12194E-07
13,93	-5,05579E-07
13,94	-4,99049E-07
13,95	-4,92603E-07
13,96	-4,86241E-07
13,97	-4,7996E-07
13,98	-4,73761E-07
13,99	-4,67642E-07
14	-4,61602E-07
14,01	-4,5564E-07
14,02	-4,49755E-07
14,03	-4,43946E-07
14,04	-4,38212E-07
14,05	-4,32552E-07
14,06	-4,26966E-07
14,07	-4,21451E-07
14,08	-4,16008E-07
14,09	-4,10635E-07
14,1	-4,05331E-07
14,11	-4,00096E-07
14,12	-3,94928E-07
14,13	-3,89827E-07
14,14	-3,84792E-07
14,15	-3,79822E-07
14,16	-3,74917E-07
14,17	-3,70074E-07
14,18	-3,65294E-07
14,19	-3,60576E-07
14,2	-3,55919E-07
14,21	-3,51322E-07
14,22	-3,46785E-07
14,23	-3,42306E-07
14,24	-3,37884E-07
14,25	-3,3352E-07
14,26	-3,29213E-07
14,27	-3,24961E-07
14,28	-3,20763E-07
14,29	-3,1662E-07
14,3	-3,12531E-07
14,31	-3,08494E-07
14,32	-3,0451E-07
14,33	-3,00577E-07
14,34	-2,96695E-07
14,35	-2,92863E-07
14,36	-2,8908E-07
14,37	-2,85346E-07
14,38	-2,81661E-07
14,39	-2,78023E-07
14,4	-2,74432E-07
14,41	-2,70888E-07
14,42	-2,67389E-07
14,43	-2,63935E-07
14,44	-2,60526E-07
14,45	-2,57161E-07
14,46	-2,5384E-07
14,47	-2,50561E-07
14,48	-2,47325E-07
14,49	-2,44131E-07
14,5	-2,40978E-07
14,51	-2,37865E-07
14,52	-2,34793E-07
14,53	-2,3176E-07
14,54	-2,28767E-07
14,55	-2,25812E-07
14,56	-2,22896E-07
14,57	-2,20017E-07
14,58	-2,17175E-07
14,59	-2,1437E-07
14,6	-2,11601E-07
14,61	-2,08868E-07
14,62	-2,06171E-07
14,63	-2,03508E-07
14,64	-2,00879E-07
14,65	-1,98285E-07
14,66	-1,95724E-07
14,67	-1,93196E-07
14,68	-1,907E-07
14,69	-1,88237E-07
14,7	-1,85806E-07
14,71	-1,83406E-07
14,72	-1,81037E-07
14,73	-1,78699E-07
14,74	-1,76391E-07
14,75	-1,74113E-07
14,76	-1,71864E-07
14,77	-1,69644E-07
14,78	-1,67453E-07
14,79	-1,6529E-07
14,8	-1,63155E-07
14,81	-1,61048E-07
14,82	-1,58968E-07
14,83	-1,56915E-07
14,84	-1,54888E-07
14,85	-1,52888E-07
14,86	-1,50913E-07
14,87	-1,48964E-07
14,88	-1,4704E-07
14,89	-1,45141E-07
14,9	-1,43266E-07
14,91	-1,41416E-07
14,92	-1,39589E-07
14,93	-1,37786E-07
14,94	-1,36007E-07
14,95	-1,3425E-07
14,96	-1,32516E-07
14,97	-1,30804E-07
14,98	-1,29115E-07
14,99	-1,27447E-07
15	-1,25801E-07
15,01	-1,24176E-07
15,02	-1,22573E-07
15,03	-1,20989E-07
15,04	-1,19427E-07
15,05	-1,17884E-07
15,06	-1,16362E-07
15,07	-1,14859E-07
15,08	-1,13375E-07
15,09	-1,11911E-07
15,1	-1,10466E-07
15,11	-1,09039E-07
15,12	-1,0763E-07
15,13	-1,0624E-07
15,14	-1,04868E-07
15,15	-1,03514E-07
15,16	-1,02177E-07
15,17	-1,00857E-07
15,18	-9,95544E-08
15,19	-9,82685E-08
15,2	-9,69993E-08
15,21	-9,57465E-08
15,22	-9,45098E-08
15,23	-9,32891E-08
15,24	-9,20842E-08
15,25	-9,08949E-08
15,26	-8,97209E-08
15,27	-8,85621E-08
15,28	-8,74182E-08
15,29	-8,62891E-08
15,3	-8,51746E-08
15,31	-8,40745E-08
15,32	-8,29886E-08
15,33	-8,19168E-08
15,34	-8,08587E-08
15,35	-7,98144E-08
15,36	-7,87835E-08
15,37	-7,7766E-08
15,38	-7,67615E-08
15,39	-7,57701E-08
15,4	-7,47915E-08
15,41	-7,38255E-08
15,42	-7,28719E-08
15,43	-7,19307E-08
15,44	-7,10017E-08
15,45	-7,00846E-08
15,46	-6,91794E-08
15,47	-6,82859E-08
15,48	-6,7404E-08
15,49	-6,65334E-08
15,5	-6,5674E-08
15,51	-6,48258E-08
15,52	-6,39885E-08
15,53	-6,31621E-08
15,54	-6,23463E-08
15,55	-6,1541E-08
15,56	-6,07462E-08
15,57	-5,99616E-08
15,58	-5,91871E-08
15,59	-5,84227E-08
15,6	-5,76681E-08
15,61	-5,69232E-08
15,62	-5,6188E-08
15,63	-5,54623E-08
15,64	-5,4746E-08
15,65	-5,40389E-08
15,66	-5,33409E-08
15,67	-5,2652E-08
15,68	-5,19719E-08
15,69	-5,13007E-08
15,7	-5,06381E-08
15,71	-4,9984E-08
15,72	-4,93385E-08
15,73	-4,87012E-08
15,74	-4,80722E-08
15,75	-4,74513E-08
15,76	-4,68384E-08
15,77	-4,62335E-08
15,78	-4,56363E-08
15,79	-4,50469E-08
15,8	-4,44651E-08
15,81	-4,38908E-08
15,82	-4,33239E-08
15,83	-4,27643E-08
15,84	-4,2212E-08
15,85	-4,16668E-08
15,86	-4,11286E-08
15,87	-4,05974E-08
15,88	-4,0073E-08
15,89	-3,95555E-08
15,9	-3,90446E-08
15,91	-3,85403E-08
15,92	-3,80425E-08
15,93	-3,75511E-08
15,94	-3,70661E-08
15,95	-3,65874E-08
15,96	-3,61148E-08
15,97	-3,56484E-08
15,98	-3,5188E-08
15,99	-3,47335E-08
16	-3,42849E-08
16,01	-3,3842E-08
16,02	-3,34049E-08
16,03	-3,29735E-08
16,04	-3,25476E-08
16,05	-3,21272E-08
16,06	-3,17123E-08
16,07	-3,13027E-08
16,08	-3,08984E-08
16,09	-3,04993E-08
16,1	-3,01054E-08
16,11	-2,97165E-08
16,12	-2,93327E-08
16,13	-2,89539E-08
16,14	-2,85799E-08
16,15	-2,82108E-08
16,16	-2,78464E-08
16,17	-2,74867E-08
16,18	-2,71317E-08
16,19	-2,67813E-08
16,2	-2,64354E-08
16,21	-2,6094E-08
16,22	-2,57569E-08
16,23	-2,54243E-08
16,24	-2,50959E-08
16,25	-2,47717E-08
16,26	-2,44518E-08
16,27	-2,4136E-08
16,28	-2,38242E-08
16,29	-2,35165E-08
16,3	-2,32128E-08
16,31	-2,2913E-08
16,32	-2,2617E-08
16,33	-2,23249E-08
16,34	-2,20366E-08
16,35	-2,1752E-08
16,36	-2,1471E-08
16,37	-2,11937E-08
16,38	-2,092E-08
16,39	-2,06498E-08
16,4	-2,03831E-08
16,41	-2,01198E-08
16,42	-1,98599E-08
16,43	-1,96034E-08
16,44	-1,93502E-08
16,45	-1,91003E-08
16,46	-1,88536E-08
16,47	-1,86101E-08
16,48	-1,83697E-08
16,49	-1,81325E-08
16,5	-1,78983E-08
16,51	-1,76671E-08
16,52	-1,74389E-08
16,53	-1,72137E-08
16,54	-1,69913E-08
16,55	-1,67719E-08
16,56	-1,65553E-08
16,57	-1,63414E-08
16,58	-1,61304E-08
16,59	-1,5922E-08
16,6	-1,57164E-08
16,61	-1,55134E-08
16,62	-1,5313E-08
16,63	-1,51152E-08
16,64	-1,492E-08
16,65	-1,47273E-08
16,66	-1,45371E-08
16,67	-1,43493E-08
16,68	-1,4164E-08
16,69	-1,39811E-08
16,7	-1,38005E-08
16,71	-1,36222E-08
16,72	-1,34463E-08
16,73	-1,32726E-08
16,74	-1,31012E-08
16,75	-1,2932E-08
16,76	-1,2765E-08
16,77	-1,26001E-08
16,78	-1,24373E-08
16,79	-1,22767E-08
16,8	-1,21181E-08
16,81	-1,19616E-08
16,82	-1,18071E-08
16,83	-1,16546E-08
16,84	-1,15041E-08
16,85	-1,13555E-08
16,86	-1,12089E-08
16,87	-1,10641E-08
16,88	-1,09212E-08
16,89	-1,07801E-08
16,9	-1,06409E-08
16,91	-1,05034E-08
16,92	-1,03678E-08
16,93	-1,02339E-08
16,94	-1,01017E-08
16,95	-9,97123E-09
16,96	-9,84244E-09
16,97	-9,71532E-09
16,98	-9,58984E-09
16,99	-9,46597E-09
17	-9,34371E-09
17,01	-9,22303E-09
17,02	-9,10391E-09
17,03	-8,98632E-09
17,04	-8,87026E-09
17,05	-8,75569E-09
17,06	-8,6426E-09
17,07	-8,53098E-09
17,08	-8,42079E-09
17,09	-8,31203E-09
17,1	-8,20467E-09
17,11	-8,0987E-09
17,12	-7,9941E-09
17,13	-7,89085E-09
17,14	-7,78893E-09
17,15	-7,68833E-09
17,16	-7,58903E-09
17,17	-7,49101E-09
17,18	-7,39426E-09
17,19	-7,29875E-09
17,2	-7,20448E-09
17,21	-7,11143E-09
17,22	-7,01958E-09
17,23	-6,92892E-09
17,24	-6,83943E-09
17,25	-6,75109E-09
17,26	-6,66389E-09
17,27	-6,57782E-09
17,28	-6,49286E-09
17,29	-6,409E-09
17,3	-6,32623E-09
17,31	-6,24452E-09
17,32	-6,16386E-09
17,33	-6,08425E-09
17,34	-6,00567E-09
17,35	-5,9281E-09
17,36	-5,85153E-09
17,37	-5,77596E-09
17,38	-5,70135E-09
17,39	-5,62772E-09
17,4	-5,55503E-09
17,41	-5,48328E-09
17,42	-5,41246E-09
17,43	-5,34255E-09
17,44	-5,27355E-09
17,45	-5,20544E-09
17,46	-5,1382E-09
17,47	-5,07184E-09
17,48	-5,00633E-09
17,49	-4,94167E-09
17,5	-4,87785E-09
