r [A]	U [eV]
12,91	-1,64305E-07
12,92	-1,61859E-07
12,93	-1,59449E-07
12,94	-1,57075E-07
12,95	-1,54736E-07
12,96	-1,52433E-07
12,97	-1,50163E-07
12,98	-1,47928E-07
12,99	-1,45725E-07
13	-1,43556E-07
13,01	-1,41418E-07
13,02	-1,39313E-07
13,03	-1,37239E-07
13,04	-1,35196E-07
13,05	-1,33183E-07
13,06	-1,312E-07
13,07	-1,29247E-07
13,08	-1,27322E-07
13,09	-1,25427E-07
13,1	-1,2356E-07
13,11	-1,2172E-07
13,12	-1,19908E-07
13,13	-1,18123E-07
13,14	-1,16364E-07
13,15	-1,14632E-07
13,16	-1,12925E-07
13,17	-1,11244E-07
13,18	-1,09587E-07
13,19	-1,07956E-07
13,2	-1,06349E-07
13,21	-1,04765E-07
13,22	-1,03206E-07
13,23	-1,01669E-07
13,24	-1,00155E-07
13,25	-9,86643E-08
13,26	-9,71954E-08
13,27	-9,57483E-08
13,28	-9,43228E-08
13,29	-9,29185E-08
13,3	-9,15352E-08
13,31	-9,01724E-08
13,32	-8,88299E-08
13,33	-8,75074E-08
13,34	-8,62046E-08
13,35	-8,49211E-08
13,36	-8,36568E-08
13,37	-8,24114E-08
13,38	-8,11844E-08
13,39	-7,99757E-08
13,4	-7,8785E-08
13,41	-7,76121E-08
13,42	-7,64566E-08
13,43	-7,53183E-08
13,44	-7,4197E-08
13,45	-7,30923E-08
13,46	-7,20041E-08
13,47	-7,09321E-08
13,48	-6,98761E-08
13,49	-6,88357E-08
13,5	-6,78109E-08
13,51	-6,68013E-08
13,52	-6,58068E-08
13,53	-6,48271E-08
13,54	-6,38619E-08
13,55	-6,29111E-08
13,56	-6,19745E-08
13,57	-6,10518E-08
13,58	-6,01429E-08
13,59	-5,92475E-08
13,6	-5,83654E-08
13,61	-5,74964E-08
13,62	-5,66404E-08
13,63	-5,57972E-08
13,64	-5,49665E-08
13,65	-5,41481E-08
13,66	-5,3342E-08
13,67	-5,25478E-08
13,68	-5,17655E-08
13,69	-5,09948E-08
13,7	-5,02356E-08
13,71	-4,94877E-08
13,72	-4,87509E-08
13,73	-4,80251E-08
13,74	-4,73101E-08
13,75	-4,66057E-08
13,76	-4,59118E-08
13,77	-4,52283E-08
13,78	-4,45549E-08
13,79	-4,38916E-08
13,8	-4,32381E-08
13,81	-4,25944E-08
13,82	-4,19603E-08
13,83	-4,13356E-08
13,84	-4,07202E-08
13,85	-4,01139E-08
13,86	-3,95167E-08
13,87	-3,89284E-08
13,88	-3,83488E-08
13,89	-3,77779E-08
13,9	-3,72154E-08
13,91	-3,66614E-08
13,92	-3,61155E-08
13,93	-3,55778E-08
13,94	-3,50482E-08
13,95	-3,45264E-08
13,96	-3,40123E-08
13,97	-3,3506E-08
13,98	-3,30071E-08
13,99	-3,25157E-08
14	-3,20316E-08
14,01	-3,15547E-08
14,02	-3,10849E-08
14,03	-3,06221E-08
14,04	-3,01662E-08
14,05	-2,97171E-08
14,06	-2,92747E-08
14,07	-2,88388E-08
14,08	-2,84095E-08
14,09	-2,79865E-08
14,1	-2,75699E-08
14,11	-2,71594E-08
14,12	-2,6755E-08
14,13	-2,63567E-08
14,14	-2,59643E-08
14,15	-2,55778E-08
14,16	-2,5197E-08
14,17	-2,48218E-08
14,18	-2,44523E-08
14,19	-2,40882E-08
14,2	-2,37296E-08
14,21	-2,33763E-08
14,22	-2,30283E-08
14,23	-2,26854E-08
14,24	-2,23477E-08
14,25	-2,2015E-08
14,26	-2,16872E-08
14,27	-2,13643E-08
14,28	-2,10463E-08
14,29	-2,07329E-08
14,3	-2,04243E-08
14,31	-2,01202E-08
14,32	-1,98206E-08
14,33	-1,95255E-08
14,34	-1,92348E-08
14,35	-1,89485E-08
14,36	-1,86664E-08
14,37	-1,83885E-08
14,38	-1,81147E-08
14,39	-1,7845E-08
14,4	-1,75793E-08
14,41	-1,73176E-08
14,42	-1,70598E-08
14,43	-1,68058E-08
14,44	-1,65556E-08
14,45	-1,63091E-08
14,46	-1,60663E-08
14,47	-1,58271E-08
14,48	-1,55915E-08
14,49	-1,53593E-08
14,5	-1,51307E-08
14,51	-1,49054E-08
14,52	-1,46835E-08
14,53	-1,44649E-08
14,54	-1,42495E-08
14,55	-1,40374E-08
14,56	-1,38284E-08
14,57	-1,36225E-08
14,58	-1,34197E-08
14,59	-1,32199E-08
14,6	-1,30231E-08
14,61	-1,28292E-08
14,62	-1,26382E-08
14,63	-1,245E-08
14,64	-1,22647E-08
14,65	-1,20821E-08
14,66	-1,19022E-08
14,67	-1,1725E-08
14,68	-1,15504E-08
14,69	-1,13785E-08
14,7	-1,12091E-08
14,71	-1,10422E-08
14,72	-1,08778E-08
14,73	-1,07158E-08
14,74	-1,05563E-08
14,75	-1,03991E-08
14,76	-1,02443E-08
14,77	-1,00918E-08
14,78	-9,94155E-09
14,79	-9,79354E-09
14,8	-9,64774E-09
14,81	-9,5041E-09
14,82	-9,3626E-09
14,83	-9,22321E-09
14,84	-9,08589E-09
14,85	-8,95062E-09
14,86	-8,81737E-09
14,87	-8,68609E-09
14,88	-8,55677E-09
14,89	-8,42938E-09
14,9	-8,30388E-09
14,91	-8,18025E-09
14,92	-8,05847E-09
14,93	-7,93849E-09
14,94	-7,8203E-09
14,95	-7,70387E-09
14,96	-7,58918E-09
14,97	-7,47619E-09
14,98	-7,36488E-09
14,99	-7,25523E-09
15	-7,14722E-09
15,01	-7,04081E-09
15,02	-6,93599E-09
15,03	-6,83272E-09
15,04	-6,731E-09
15,05	-6,63079E-09
15,06	-6,53207E-09
15,07	-6,43482E-09
15,08	-6,33901E-09
15,09	-6,24464E-09
15,1	-6,15167E-09
15,11	-6,06008E-09
15,12	-5,96986E-09
15,13	-5,88098E-09
15,14	-5,79342E-09
15,15	-5,70717E-09
15,16	-5,6222E-09
15,17	-5,5385E-09
15,18	-5,45604E-09
15,19	-5,37481E-09
15,2	-5,29479E-09
15,21	-5,21596E-09
15,22	-5,1383E-09
15,23	-5,06181E-09
15,24	-4,98644E-09
15,25	-4,91221E-09
15,26	-4,83907E-09
15,27	-4,76703E-09
15,28	-4,69606E-09
15,29	-4,62614E-09
15,3	-4,55727E-09
15,31	-4,48942E-09
15,32	-4,42258E-09
15,33	-4,35674E-09
15,34	-4,29187E-09
15,35	-4,22798E-09
15,36	-4,16503E-09
15,37	-4,10302E-09
15,38	-4,04193E-09
15,39	-3,98176E-09
15,4	-3,92248E-09
15,41	-3,86408E-09
15,42	-3,80655E-09
15,43	-3,74988E-09
15,44	-3,69405E-09
15,45	-3,63905E-09
15,46	-3,58487E-09
15,47	-3,5315E-09
15,48	-3,47892E-09
15,49	-3,42713E-09
15,5	-3,37611E-09
15,51	-3,32584E-09
15,52	-3,27633E-09
15,53	-3,22755E-09
15,54	-3,1795E-09
15,55	-3,13216E-09
15,56	-3,08553E-09
15,57	-3,03959E-09
15,58	-2,99434E-09
15,59	-2,94976E-09
15,6	-2,90584E-09
15,61	-2,86258E-09
15,62	-2,81996E-09
15,63	-2,77798E-09
15,64	-2,73662E-09
15,65	-2,69588E-09
15,66	-2,65574E-09
15,67	-2,6162E-09
15,68	-2,57725E-09
15,69	-2,53888E-09
15,7	-2,50108E-09
15,71	-2,46385E-09
15,72	-2,42716E-09
15,73	-2,39103E-09
15,74	-2,35543E-09
15,75	-2,32036E-09
15,76	-2,28582E-09
15,77	-2,25178E-09
15,78	-2,21826E-09
15,79	-2,18523E-09
15,8	-2,1527E-09
15,81	-2,12065E-09
15,82	-2,08908E-09
15,83	-2,05798E-09
15,84	-2,02734E-09
15,85	-1,99715E-09
15,86	-1,96742E-09
15,87	-1,93813E-09
15,88	-1,90927E-09
15,89	-1,88085E-09
15,9	-1,85285E-09
15,91	-1,82526E-09
15,92	-1,79809E-09
15,93	-1,77132E-09
15,94	-1,74495E-09
15,95	-1,71897E-09
15,96	-1,69337E-09
15,97	-1,66816E-09
15,98	-1,64333E-09
15,99	-1,61886E-09
16	-1,59476E-09
16,01	-1,57102E-09
16,02	-1,54763E-09
16,03	-1,52459E-09
16,04	-1,50189E-09
16,05	-1,47953E-09
16,06	-1,4575E-09
16,07	-1,4358E-09
16,08	-1,41443E-09
16,09	-1,39337E-09
16,1	-1,37262E-09
16,11	-1,35219E-09
16,12	-1,33206E-09
16,13	-1,31222E-09
16,14	-1,29269E-09
16,15	-1,27344E-09
16,16	-1,25448E-09
16,17	-1,23581E-09
16,18	-1,21741E-09
16,19	-1,19928E-09
16,2	-1,18143E-09
16,21	-1,16384E-09
16,22	-1,14651E-09
16,23	-1,12944E-09
16,24	-1,11263E-09
16,25	-1,09606E-09
16,26	-1,07974E-09
16,27	-1,06367E-09
16,28	-1,04783E-09
16,29	-1,03223E-09
16,3	-1,01686E-09
16,31	-1,00172E-09
16,32	-9,86811E-10
16,33	-9,72119E-10
16,34	-9,57646E-10
16,35	-9,43389E-10
16,36	-9,29343E-10
16,37	-9,15507E-10
16,38	-9,01877E-10
16,39	-8,8845E-10
16,4	-8,75223E-10
16,41	-8,62192E-10
16,42	-8,49356E-10
16,43	-8,36711E-10
16,44	-8,24254E-10
16,45	-8,11982E-10
16,46	-7,99893E-10
16,47	-7,87985E-10
16,48	-7,76253E-10
16,49	-7,64696E-10
16,5	-7,53311E-10
16,51	-7,42096E-10
16,52	-7,31047E-10
16,53	-7,20164E-10
16,54	-7,09442E-10
16,55	-6,9888E-10
16,56	-6,88475E-10
16,57	-6,78225E-10
16,58	-6,68127E-10
16,59	-6,5818E-10
16,6	-6,48381E-10
16,61	-6,38728E-10
16,62	-6,29218E-10
16,63	-6,19851E-10
16,64	-6,10622E-10
16,65	-6,01531E-10
16,66	-5,92576E-10
16,67	-5,83753E-10
16,68	-5,75062E-10
16,69	-5,66501E-10
16,7	-5,58067E-10
16,71	-5,49758E-10
16,72	-5,41573E-10
16,73	-5,3351E-10
16,74	-5,25567E-10
16,75	-5,17743E-10
16,76	-5,10034E-10
16,77	-5,02441E-10
16,78	-4,94961E-10
16,79	-4,87592E-10
16,8	-4,80332E-10
16,81	-4,73181E-10
16,82	-4,66136E-10
16,83	-4,59196E-10
16,84	-4,5236E-10
16,85	-4,45625E-10
16,86	-4,38991E-10
16,87	-4,32455E-10
16,88	-4,26017E-10
16,89	-4,19674E-10
16,9	-4,13426E-10
16,91	-4,07271E-10
16,92	-4,01208E-10
16,93	-3,95234E-10
16,94	-3,8935E-10
16,95	-3,83553E-10
16,96	-3,77843E-10
16,97	-3,72218E-10
16,98	-3,66676E-10
16,99	-3,61217E-10
17	-3,55839E-10
17,01	-3,50541E-10
17,02	-3,45322E-10
17,03	-3,40181E-10
17,04	-3,35117E-10
17,05	-3,30127E-10
17,06	-3,25213E-10
17,07	-3,2037E-10
17,08	-3,15601E-10
17,09	-3,10902E-10
17,1	-3,06273E-10
17,11	-3,01714E-10
17,12	-2,97222E-10
17,13	-2,92797E-10
17,14	-2,88438E-10
17,15	-2,84143E-10
17,16	-2,79913E-10
17,17	-2,75745E-10
17,18	-2,7164E-10
17,19	-2,67596E-10
17,2	-2,63612E-10
17,21	-2,59687E-10
17,22	-2,55821E-10
17,23	-2,52013E-10
17,24	-2,4826E-10
17,25	-2,44564E-10
17,26	-2,40923E-10
17,27	-2,37336E-10
17,28	-2,33803E-10
17,29	-2,30322E-10
17,3	-2,26893E-10
17,31	-2,23515E-10
17,32	-2,20187E-10
17,33	-2,16909E-10
17,34	-2,1368E-10
17,35	-2,10499E-10
17,36	-2,07365E-10
17,37	-2,04277E-10
17,38	-2,01236E-10
17,39	-1,9824E-10
17,4	-1,95289E-10
17,41	-1,92381E-10
17,42	-1,89517E-10
17,43	-1,86696E-10
17,44	-1,83916E-10
17,45	-1,81178E-10
17,46	-1,7848E-10
17,47	-1,75823E-10
17,48	-1,73205E-10
17,49	-1,70627E-10
17,5	-1,68086E-10
17,51	-1,65584E-10
17,52	-1,63119E-10
17,53	-1,6069E-10
17,54	-1,58298E-10
17,55	-1,55941E-10
17,56	-1,5362E-10
17,57	-1,51332E-10
17,58	-1,49079E-10
17,59	-1,4686E-10
17,6	-1,44673E-10
17,61	-1,42519E-10
17,62	-1,40397E-10
17,63	-1,38307E-10
17,64	-1,36248E-10
17,65	-1,3422E-10
17,66	-1,32222E-10
17,67	-1,30253E-10
17,68	-1,28314E-10
17,69	-1,26404E-10
17,7	-1,24522E-10
17,71	-1,22668E-10
17,72	-1,20841E-10
17,73	-1,19042E-10
17,74	-1,1727E-10
17,75	-1,15524E-10
17,76	-1,13804E-10
17,77	-1,1211E-10
17,78	-1,10441E-10
17,79	-1,08796E-10
17,8	-1,07177E-10
17,81	-1,05581E-10
17,82	-1,04009E-10
17,83	-1,0246E-10
17,84	-1,00935E-10
17,85	-9,94322E-11
17,86	-9,79521E-11
17,87	-9,64937E-11
17,88	-9,50571E-11
17,89	-9,3642E-11
17,9	-9,22478E-11
