r [A]	U [eV]
4,99	-0,023589642
5	-0,023240313
5,01	-0,02289613
5,02	-0,022557016
5,03	-0,0222229
5,04	-0,021893707
5,05	-0,021569366
5,06	-0,021249806
5,07	-0,020934958
5,08	-0,020624752
5,09	-0,02031912
5,1	-0,020017997
5,11	-0,019721316
5,12	-0,019429012
5,13	-0,019141021
5,14	-0,018857281
5,15	-0,018577728
5,16	-0,018302302
5,17	-0,018030942
5,18	-0,017763589
5,19	-0,017500184
5,2	-0,017240669
5,21	-0,016984988
5,22	-0,016733083
5,23	-0,0164849
5,24	-0,016240385
5,25	-0,015999483
5,26	-0,015762141
5,27	-0,015528307
5,28	-0,015297931
5,29	-0,01507096
5,3	-0,014847345
5,31	-0,014627036
5,32	-0,014409986
5,33	-0,014196146
5,34	-0,013985469
5,35	-0,013777909
5,36	-0,013573419
5,37	-0,013371955
5,38	-0,013173472
5,39	-0,012977927
5,4	-0,012785275
5,41	-0,012595475
5,42	-0,012408485
5,43	-0,012224263
5,44	-0,012042768
5,45	-0,011863961
5,46	-0,011687801
5,47	-0,01151425
5,48	-0,01134327
5,49	-0,011174822
5,5	-0,011008869
5,51	-0,010845374
5,52	-0,010684301
5,53	-0,010525615
5,54	-0,01036928
5,55	-0,010215262
5,56	-0,010063526
5,57	-0,009914039
5,58	-0,009766767
5,59	-0,009621678
5,6	-0,00947874
5,61	-0,009337921
5,62	-0,009199189
5,63	-0,009062514
5,64	-0,008927866
5,65	-0,008795214
5,66	-0,008664529
5,67	-0,008535782
5,68	-0,008408945
5,69	-0,008283989
5,7	-0,008160886
5,71	-0,008039609
5,72	-0,007920131
5,73	-0,007802425
5,74	-0,007686466
5,75	-0,007572227
5,76	-0,007459683
5,77	-0,007348809
5,78	-0,00723958
5,79	-0,007131972
5,8	-0,007025961
5,81	-0,006921523
5,82	-0,006818635
5,83	-0,006717274
5,84	-0,006617418
5,85	-0,006519044
5,86	-0,00642213
5,87	-0,006326655
5,88	-0,006232597
5,89	-0,006139936
5,9	-0,00604865
5,91	-0,00595872
5,92	-0,005870124
5,93	-0,005782845
5,94	-0,005696861
5,95	-0,005612155
5,96	-0,005528706
5,97	-0,005446496
5,98	-0,005365508
5,99	-0,005285722
6	-0,005207121
6,01	-0,005129688
6,02	-0,005053404
6,03	-0,004978254
6,04	-0,004904221
6,05	-0,004831287
6,06	-0,004759436
6,07	-0,004688653
6,08	-0,004618921
6,09	-0,004550226
6,1	-0,004482551
6,11	-0,004415882
6,12	-0,004350203
6,13	-0,0042855
6,14	-0,004221759
6,15	-0,004158964
6,16	-0,004097103
6,17	-0,004036161
6,18	-0,003976125
6,19	-0,003916981
6,2	-0,003858716
6,21	-0,003801317
6,22	-0,003744771
6,23	-0,003689065
6,24	-0,003634188
6,25	-0,003580126
6,26	-0,003526868
6,27	-0,003474401
6,28	-0,003422714
6,29	-0,003371796
6,3	-0,003321634
6,31	-0,003272218
6,32	-0,003223537
6,33	-0,003175579
6,34	-0,003128335
6,35	-0,003081793
6,36	-0,003035943
6,37	-0,002990774
6,38	-0,002946277
6,39	-0,002902442
6,4	-0,002859258
6,41	-0,002816717
6,42	-0,002774808
6,43	-0,002733522
6,44	-0,00269285
6,45	-0,002652783
6,46	-0,002613311
6,47	-0,002574427
6,48	-0,002536121
6,49	-0,002498385
6,5	-0,002461209
6,51	-0,002424587
6,52	-0,002388509
6,53	-0,002352968
6,54	-0,002317955
6,55	-0,002283463
6,56	-0,002249484
6,57	-0,002216011
6,58	-0,002183035
6,59	-0,00215055
6,6	-0,002118548
6,61	-0,002087022
6,62	-0,002055964
6,63	-0,002025369
6,64	-0,001995229
6,65	-0,001965537
6,66	-0,001936287
6,67	-0,001907472
6,68	-0,001879086
6,69	-0,001851121
6,7	-0,001823573
6,71	-0,001796435
6,72	-0,0017697
6,73	-0,001743363
6,74	-0,001717418
6,75	-0,001691859
6,76	-0,00166668
6,77	-0,001641876
6,78	-0,00161744
6,79	-0,001593368
6,8	-0,001569655
6,81	-0,001546294
6,82	-0,001523281
6,83	-0,00150061
6,84	-0,001478276
6,85	-0,001456275
6,86	-0,001434601
6,87	-0,001413249
6,88	-0,001392215
6,89	-0,001371494
6,9	-0,001351082
6,91	-0,001330973
6,92	-0,001311163
6,93	-0,001291648
6,94	-0,001272423
6,95	-0,001253485
6,96	-0,001234828
6,97	-0,001216449
6,98	-0,001198343
6,99	-0,001180507
7	-0,001162936
7,01	-0,001145627
7,02	-0,001128575
7,03	-0,001111777
7,04	-0,001095229
7,05	-0,001078927
7,06	-0,001062868
7,07	-0,001047048
7,08	-0,001031463
7,09	-0,00101611
7,1	-0,001000986
7,11	-0,000986086
7,12	-0,000971408
7,13	-0,000956949
7,14	-0,000942705
7,15	-0,000928673
7,16	-0,00091485
7,17	-0,000901232
7,18	-0,000887817
7,19	-0,000874602
7,2	-0,000861584
7,21	-0,000848759
7,22	-0,000836125
7,23	-0,000823679
7,24	-0,000811418
7,25	-0,00079934
7,26	-0,000787441
7,27	-0,00077572
7,28	-0,000764173
7,29	-0,000752798
7,3	-0,000741592
7,31	-0,000730553
7,32	-0,000719678
7,33	-0,000708965
7,34	-0,000698412
7,35	-0,000688016
7,36	-0,000677774
7,37	-0,000667685
7,38	-0,000657746
7,39	-0,000647955
7,4	-0,000638309
7,41	-0,000628807
7,42	-0,000619447
7,43	-0,000610226
7,44	-0,000601142
7,45	-0,000592193
7,46	-0,000583378
7,47	-0,000574694
7,48	-0,000566139
7,49	-0,000557711
7,5	-0,000549409
7,51	-0,00054123
7,52	-0,000533173
7,53	-0,000525236
7,54	-0,000517418
7,55	-0,000509715
7,56	-0,000502127
7,57	-0,000494652
7,58	-0,000487289
7,59	-0,000480035
7,6	-0,000472889
7,61	-0,000465849
7,62	-0,000458914
7,63	-0,000452083
7,64	-0,000445353
7,65	-0,000438723
7,66	-0,000432192
7,67	-0,000425758
7,68	-0,00041942
7,69	-0,000413176
7,7	-0,000407025
7,71	-0,000400966
7,72	-0,000394997
7,73	-0,000389117
7,74	-0,000383324
7,75	-0,000377618
7,76	-0,000371996
7,77	-0,000366458
7,78	-0,000361003
7,79	-0,000355629
7,8	-0,000350334
7,81	-0,000345119
7,82	-0,000339981
7,83	-0,00033492
7,84	-0,000329934
7,85	-0,000325022
7,86	-0,000320184
7,87	-0,000315417
7,88	-0,000310722
7,89	-0,000306096
7,9	-0,000301539
7,91	-0,00029705
7,92	-0,000292628
7,93	-0,000288271
7,94	-0,00028398
7,95	-0,000279752
7,96	-0,000275588
7,97	-0,000271485
7,98	-0,000267443
7,99	-0,000263462
8	-0,00025954
8,01	-0,000255676
8,02	-0,000251869
8,03	-0,00024812
8,04	-0,000244426
8,05	-0,000240787
8,06	-0,000237202
8,07	-0,000233671
8,08	-0,000230192
8,09	-0,000226765
8,1	-0,00022339
8,11	-0,000220064
8,12	-0,000216788
8,13	-0,00021356
8,14	-0,000210381
8,15	-0,000207249
8,16	-0,000204164
8,17	-0,000201124
8,18	-0,00019813
8,19	-0,00019518
8,2	-0,000192275
8,21	-0,000189412
8,22	-0,000186592
8,23	-0,000183814
8,24	-0,000181078
8,25	-0,000178382
8,26	-0,000175726
8,27	-0,00017311
8,28	-0,000170533
8,29	-0,000167994
8,3	-0,000165493
8,31	-0,000163029
8,32	-0,000160602
8,33	-0,000158211
8,34	-0,000155856
8,35	-0,000153536
8,36	-0,00015125
8,37	-0,000148998
8,38	-0,00014678
8,39	-0,000144595
8,4	-0,000142442
8,41	-0,000140321
8,42	-0,000138232
8,43	-0,000136174
8,44	-0,000134147
8,45	-0,00013215
8,46	-0,000130183
8,47	-0,000128245
8,48	-0,000126335
8,49	-0,000124454
8,5	-0,000122602
8,51	-0,000120776
8,52	-0,000118978
8,53	-0,000117207
8,54	-0,000115462
8,55	-0,000113743
8,56	-0,00011205
8,57	-0,000110382
8,58	-0,000108738
8,59	-0,000107119
8,6	-0,000105525
8,61	-0,000103954
8,62	-0,000102406
8,63	-0,000100881
8,64	-9,93794E-05
8,65	-9,78999E-05
8,66	-9,64424E-05
8,67	-9,50066E-05
8,68	-9,35922E-05
8,69	-9,21988E-05
8,7	-9,08262E-05
8,71	-8,9474E-05
8,72	-8,81419E-05
8,73	-8,68297E-05
8,74	-8,5537E-05
8,75	-8,42635E-05
8,76	-8,3009E-05
8,77	-8,17732E-05
8,78	-8,05558E-05
8,79	-7,93565E-05
8,8	-7,8175E-05
8,81	-7,70112E-05
8,82	-7,58646E-05
8,83	-7,47352E-05
8,84	-7,36225E-05
8,85	-7,25265E-05
8,86	-7,14467E-05
8,87	-7,0383E-05
8,88	-6,93352E-05
8,89	-6,83029E-05
8,9	-6,7286E-05
8,91	-6,62843E-05
8,92	-6,52975E-05
8,93	-6,43253E-05
8,94	-6,33677E-05
8,95	-6,24242E-05
8,96	-6,14949E-05
8,97	-6,05794E-05
8,98	-5,96775E-05
8,99	-5,8789E-05
9	-5,79137E-05
9,01	-5,70515E-05
9,02	-5,62022E-05
9,03	-5,53654E-05
9,04	-5,45412E-05
9,05	-5,37292E-05
9,06	-5,29292E-05
9,07	-5,21412E-05
9,08	-5,1365E-05
9,09	-5,06002E-05
9,1	-4,98469E-05
9,11	-4,91048E-05
9,12	-4,83737E-05
9,13	-4,76535E-05
9,14	-4,69441E-05
9,15	-4,62452E-05
9,16	-4,55567E-05
9,17	-4,48784E-05
9,18	-4,42103E-05
9,19	-4,35521E-05
9,2	-4,29037E-05
9,21	-4,2265E-05
9,22	-4,16357E-05
9,23	-4,10159E-05
9,24	-4,04052E-05
9,25	-3,98037E-05
9,26	-3,92111E-05
9,27	-3,86273E-05
9,28	-3,80522E-05
9,29	-3,74857E-05
9,3	-3,69276E-05
9,31	-3,63778E-05
9,32	-3,58362E-05
9,33	-3,53027E-05
9,34	-3,47771E-05
9,35	-3,42594E-05
9,36	-3,37493E-05
9,37	-3,32469E-05
9,38	-3,27519E-05
9,39	-3,22643E-05
9,4	-3,17839E-05
9,41	-3,13107E-05
9,42	-3,08446E-05
9,43	-3,03854E-05
9,44	-2,9933E-05
9,45	-2,94873E-05
9,46	-2,90483E-05
9,47	-2,86159E-05
9,48	-2,81898E-05
9,49	-2,77701E-05
9,5	-2,73567E-05
9,51	-2,69494E-05
9,52	-2,65482E-05
9,53	-2,61529E-05
9,54	-2,57636E-05
9,55	-2,538E-05
9,56	-2,50022E-05
9,57	-2,46299E-05
9,58	-2,42632E-05
9,59	-2,3902E-05
9,6	-2,35462E-05
9,61	-2,31956E-05
9,62	-2,28503E-05
9,63	-2,25101E-05
9,64	-2,21749E-05
9,65	-2,18448E-05
9,66	-2,15196E-05
9,67	-2,11992E-05
9,68	-2,08836E-05
9,69	-2,05727E-05
9,7	-2,02664E-05
9,71	-1,99647E-05
9,72	-1,96674E-05
9,73	-1,93746E-05
9,74	-1,90862E-05
9,75	-1,8802E-05
9,76	-1,85221E-05
9,77	-1,82463E-05
9,78	-1,79747E-05
9,79	-1,77071E-05
9,8	-1,74434E-05
9,81	-1,71837E-05
9,82	-1,69279E-05
9,83	-1,66759E-05
9,84	-1,64276E-05
9,85	-1,6183E-05
9,86	-1,59421E-05
9,87	-1,57048E-05
9,88	-1,5471E-05
9,89	-1,52406E-05
9,9	-1,50137E-05
9,91	-1,47902E-05
9,92	-1,457E-05
9,93	-1,43531E-05
9,94	-1,41394E-05
9,95	-1,39289E-05
9,96	-1,37215E-05
9,97	-1,35172E-05
9,98	-1,3316E-05
9,99	-1,31177E-05
10	-1,29224E-05
10,01	-1,273E-05
10,02	-1,25405E-05
10,03	-1,23538E-05
10,04	-1,21699E-05
10,05	-1,19887E-05
10,06	-1,18102E-05
10,07	-1,16344E-05
10,08	-1,14612E-05
10,09	-1,12905E-05
10,1	-1,11224E-05
10,11	-1,09569E-05
10,12	-1,07937E-05
10,13	-1,0633E-05
10,14	-1,04747E-05
10,15	-1,03188E-05
10,16	-1,01652E-05
10,17	-1,00138E-05
10,18	-9,86473E-06
10,19	-9,71786E-06
10,2	-9,57318E-06
10,21	-9,43066E-06
10,22	-9,29025E-06
10,23	-9,15194E-06
10,24	-9,01569E-06
10,25	-8,88146E-06
10,26	-8,74923E-06
10,27	-8,61897E-06
10,28	-8,49065E-06
10,29	-8,36424E-06
10,3	-8,23972E-06
10,31	-8,11704E-06
10,32	-7,9962E-06
10,33	-7,87715E-06
10,34	-7,75987E-06
10,35	-7,64435E-06
10,36	-7,53054E-06
10,37	-7,41842E-06
10,38	-7,30798E-06
10,39	-7,19917E-06
10,4	-7,09199E-06
10,41	-6,98641E-06
10,42	-6,88239E-06
10,43	-6,77993E-06
10,44	-6,67899E-06
10,45	-6,57955E-06
10,46	-6,48159E-06
10,47	-6,3851E-06
10,48	-6,29003E-06
10,49	-6,19639E-06
10,5	-6,10414E-06
10,51	-6,01326E-06
10,52	-5,92373E-06
10,53	-5,83554E-06
10,54	-5,74866E-06
10,55	-5,66307E-06
10,56	-5,57876E-06
10,57	-5,4957E-06
10,58	-5,41388E-06
10,59	-5,33328E-06
10,6	-5,25388E-06
10,61	-5,17566E-06
10,62	-5,0986E-06
10,63	-5,0227E-06
10,64	-4,94792E-06
10,65	-4,87425E-06
10,66	-4,80168E-06
10,67	-4,7302E-06
10,68	-4,65977E-06
10,69	-4,5904E-06
10,7	-4,52206E-06
10,71	-4,45473E-06
10,72	-4,38841E-06
10,73	-4,32307E-06
10,74	-4,25871E-06
10,75	-4,19531E-06
10,76	-4,13285E-06
10,77	-4,07132E-06
10,78	-4,0107E-06
10,79	-3,95099E-06
10,8	-3,89217E-06
10,81	-3,83422E-06
10,82	-3,77714E-06
10,83	-3,72091E-06
10,84	-3,66551E-06
10,85	-3,61094E-06
10,86	-3,55718E-06
10,87	-3,50422E-06
10,88	-3,45205E-06
10,89	-3,40065E-06
10,9	-3,35002E-06
10,91	-3,30015E-06
10,92	-3,25101E-06
10,93	-3,20261E-06
10,94	-3,15493E-06
10,95	-3,10796E-06
10,96	-3,06169E-06
10,97	-3,01611E-06
10,98	-2,9712E-06
10,99	-2,92697E-06
11	-2,88339E-06
11,01	-2,84046E-06
11,02	-2,79817E-06
11,03	-2,75652E-06
11,04	-2,71548E-06
11,05	-2,67505E-06
11,06	-2,63522E-06
11,07	-2,59599E-06
11,08	-2,55734E-06
11,09	-2,51927E-06
11,1	-2,48176E-06
11,11	-2,44481E-06
11,12	-2,40841E-06
11,13	-2,37255E-06
11,14	-2,33723E-06
11,15	-2,30244E-06
11,16	-2,26816E-06
11,17	-2,23439E-06
11,18	-2,20112E-06
11,19	-2,16835E-06
11,2	-2,13607E-06
11,21	-2,10427E-06
11,22	-2,07294E-06
11,23	-2,04208E-06
11,24	-2,01167E-06
11,25	-1,98172E-06
11,26	-1,95222E-06
11,27	-1,92316E-06
11,28	-1,89452E-06
11,29	-1,86632E-06
11,3	-1,83853E-06
11,31	-1,81116E-06
11,32	-1,7842E-06
11,33	-1,75763E-06
11,34	-1,73146E-06
11,35	-1,70569E-06
11,36	-1,68029E-06
11,37	-1,65528E-06
11,38	-1,63063E-06
11,39	-1,60635E-06
11,4	-1,58244E-06
11,41	-1,55888E-06
11,42	-1,53567E-06
11,43	-1,51281E-06
11,44	-1,49029E-06
11,45	-1,4681E-06
11,46	-1,44624E-06
11,47	-1,42471E-06
11,48	-1,4035E-06
11,49	-1,3826E-06
11,5	-1,36202E-06
11,51	-1,34174E-06
11,52	-1,32176E-06
11,53	-1,30209E-06
11,54	-1,2827E-06
11,55	-1,2636E-06
11,56	-1,24479E-06
11,57	-1,22626E-06
11,58	-1,208E-06
11,59	-1,19002E-06
11,6	-1,1723E-06
11,61	-1,15485E-06
11,62	-1,13765E-06
11,63	-1,12072E-06
11,64	-1,10403E-06
11,65	-1,08759E-06
11,66	-1,0714E-06
11,67	-1,05545E-06
11,68	-1,03974E-06
11,69	-1,02426E-06
11,7	-1,00901E-06
11,71	-9,93986E-07
11,72	-9,79187E-07
11,73	-9,64609E-07
11,74	-9,50248E-07
11,75	-9,36101E-07
11,76	-9,22164E-07
11,77	-9,08435E-07
11,78	-8,9491E-07
11,79	-8,81586E-07
11,8	-8,68461E-07
11,81	-8,55532E-07
11,82	-8,42794E-07
11,83	-8,30247E-07
11,84	-8,17886E-07
11,85	-8,05709E-07
11,86	-7,93714E-07
11,87	-7,81897E-07
11,88	-7,70256E-07
11,89	-7,58788E-07
11,9	-7,47492E-07
11,91	-7,36363E-07
11,92	-7,254E-07
11,93	-7,146E-07
11,94	-7,03961E-07
11,95	-6,9348E-07
11,96	-6,83156E-07
11,97	-6,72985E-07
11,98	-6,62966E-07
11,99	-6,53095E-07
12	-6,43372E-07
12,01	-6,33793E-07
12,02	-6,24357E-07
12,03	-6,15062E-07
12,04	-6,05905E-07
12,05	-5,96884E-07
12,06	-5,87998E-07
12,07	-5,79244E-07
12,08	-5,7062E-07
12,09	-5,62124E-07
12,1	-5,53755E-07
12,11	-5,45511E-07
12,12	-5,37389E-07
12,13	-5,29389E-07
12,14	-5,21507E-07
12,15	-5,13743E-07
12,16	-5,06094E-07
12,17	-4,9856E-07
12,18	-4,91137E-07
12,19	-4,83825E-07
12,2	-4,76622E-07
12,21	-4,69526E-07
12,22	-4,62535E-07
12,23	-4,55649E-07
12,24	-4,48865E-07
12,25	-4,42183E-07
12,26	-4,35599E-07
12,27	-4,29114E-07
12,28	-4,22726E-07
12,29	-4,16432E-07
12,3	-4,10232E-07
12,31	-4,04125E-07
12,32	-3,98108E-07
12,33	-3,92181E-07
12,34	-3,86342E-07
12,35	-3,8059E-07
12,36	-3,74924E-07
12,37	-3,69342E-07
12,38	-3,63843E-07
12,39	-3,58426E-07
12,4	-3,5309E-07
12,41	-3,47833E-07
12,42	-3,42655E-07
12,43	-3,37553E-07
12,44	-3,32528E-07
12,45	-3,27577E-07
12,46	-3,227E-07
12,47	-3,17896E-07
12,48	-3,13163E-07
12,49	-3,085E-07
12,5	-3,03907E-07
12,51	-2,99383E-07
12,52	-2,94926E-07
12,53	-2,90535E-07
12,54	-2,86209E-07
12,55	-2,81948E-07
12,56	-2,7775E-07
12,57	-2,73615E-07
12,58	-2,69542E-07
12,59	-2,65529E-07
12,6	-2,61576E-07
12,61	-2,57681E-07
12,62	-2,53845E-07
12,63	-2,50066E-07
12,64	-2,46343E-07
12,65	-2,42675E-07
12,66	-2,39062E-07
12,67	-2,35503E-07
12,68	-2,31997E-07
12,69	-2,28543E-07
12,7	-2,2514E-07
12,71	-2,21788E-07
12,72	-2,18486E-07
12,73	-2,15233E-07
12,74	-2,12029E-07
12,75	-2,08872E-07
12,76	-2,05763E-07
12,77	-2,02699E-07
12,78	-1,99681E-07
12,79	-1,96709E-07
12,8	-1,9378E-07
12,81	-1,90895E-07
12,82	-1,88053E-07
12,83	-1,85253E-07
12,84	-1,82495E-07
12,85	-1,79778E-07
12,86	-1,77102E-07
12,87	-1,74465E-07
12,88	-1,71867E-07
12,89	-1,69309E-07
12,9	-1,66788E-07
