r [A]	U [eV]
7,38	-0,605696435
7,39	-0,601855133
7,4	-0,598041922
7,41	-0,594256578
7,42	-0,590498877
7,43	-0,586768599
7,44	-0,583065525
7,45	-0,579389435
7,46	-0,575740116
7,47	-0,572117352
7,48	-0,568520931
7,49	-0,564950644
7,5	-0,561406281
7,51	-0,557887634
7,52	-0,5543945
7,53	-0,550926673
7,54	-0,547483952
7,55	-0,544066137
7,56	-0,540673029
7,57	-0,537304431
7,58	-0,533960147
7,59	-0,530639984
7,6	-0,52734375
7,61	-0,524071253
7,62	-0,520822306
7,63	-0,51759672
7,64	-0,514394309
7,65	-0,511214889
7,66	-0,508058278
7,67	-0,504924294
7,68	-0,501812757
7,69	-0,49872349
7,7	-0,495656314
7,71	-0,492611055
7,72	-0,48958754
7,73	-0,486585595
7,74	-0,483605049
7,75	-0,480645734
7,76	-0,47770748
7,77	-0,474790122
7,78	-0,471893493
7,79	-0,46901743
7,8	-0,466161771
7,81	-0,463326354
7,82	-0,460511018
7,83	-0,457715607
7,84	-0,454939962
7,85	-0,452183927
7,86	-0,449447349
7,87	-0,446730073
7,88	-0,444031948
7,89	-0,441352823
7,9	-0,438692548
7,91	-0,436050975
7,92	-0,433427958
7,93	-0,43082335
7,94	-0,428237007
7,95	-0,425668786
7,96	-0,423118544
7,97	-0,420586141
7,98	-0,418071436
7,99	-0,415574293
8	-0,413094572
8,01	-0,410632137
8,02	-0,408186854
8,03	-0,405758589
8,04	-0,403347209
8,05	-0,400952581
8,06	-0,398574576
8,07	-0,396213064
8,08	-0,393867916
8,09	-0,391539005
8,1	-0,389226205
8,11	-0,38692939
8,12	-0,384648436
8,13	-0,382383221
8,14	-0,380133621
8,15	-0,377899516
8,16	-0,375680786
8,17	-0,373477312
8,18	-0,371288975
8,19	-0,369115659
8,2	-0,366957246
8,21	-0,364813624
8,22	-0,362684676
8,23	-0,36057029
8,24	-0,358470353
8,25	-0,356384755
8,26	-0,354313384
8,27	-0,352256132
8,28	-0,350212889
8,29	-0,348183548
8,3	-0,346168003
8,31	-0,344166147
8,32	-0,342177875
8,33	-0,340203084
8,34	-0,338241669
8,35	-0,336293529
8,36	-0,334358562
8,37	-0,332436668
8,38	-0,330527746
8,39	-0,328631697
8,4	-0,326748424
8,41	-0,324877829
8,42	-0,323019815
8,43	-0,321174287
8,44	-0,319341149
8,45	-0,317520307
8,46	-0,315711669
8,47	-0,313915141
8,48	-0,312130632
8,49	-0,31035805
8,5	-0,308597305
8,51	-0,306848308
8,52	-0,305110969
8,53	-0,303385201
8,54	-0,301670916
8,55	-0,299968028
8,56	-0,29827645
8,57	-0,296596098
8,58	-0,294926886
8,59	-0,293268731
8,6	-0,29162155
8,61	-0,289985261
8,62	-0,288359781
8,63	-0,28674503
8,64	-0,285140927
8,65	-0,283547392
8,66	-0,281964346
8,67	-0,280391712
8,68	-0,27882941
8,69	-0,277277364
8,7	-0,275735497
8,71	-0,274203733
8,72	-0,272681998
8,73	-0,271170216
8,74	-0,269668313
8,75	-0,268176216
8,76	-0,266693852
8,77	-0,265221149
8,78	-0,263758035
8,79	-0,26230444
8,8	-0,260860291
8,81	-0,259425521
8,82	-0,258000058
8,83	-0,256583835
8,84	-0,255176783
8,85	-0,253778835
8,86	-0,252389924
8,87	-0,251009982
8,88	-0,249638945
8,89	-0,248276745
8,9	-0,24692332
8,91	-0,245578603
8,92	-0,244242532
8,93	-0,242915042
8,94	-0,241596071
8,95	-0,240285557
8,96	-0,238983437
8,97	-0,237689651
8,98	-0,236404137
8,99	-0,235126835
9	-0,233857686
9,01	-0,232596629
9,02	-0,231343606
9,03	-0,230098559
9,04	-0,228861429
9,05	-0,227632159
9,06	-0,226410693
9,07	-0,225196972
9,08	-0,223990942
9,09	-0,222792546
9,1	-0,22160173
9,11	-0,220418439
9,12	-0,219242617
9,13	-0,218074213
9,14	-0,21691317
9,15	-0,215759438
9,16	-0,214612963
9,17	-0,213473693
9,18	-0,212341576
9,19	-0,211216561
9,2	-0,210098597
9,21	-0,208987633
9,22	-0,207883619
9,23	-0,206786506
9,24	-0,205696244
9,25	-0,204612784
9,26	-0,203536078
9,27	-0,202466076
9,28	-0,201402733
9,29	-0,200345999
9,3	-0,199295829
9,31	-0,198252175
9,32	-0,197214991
9,33	-0,196184231
9,34	-0,19515985
9,35	-0,194141802
9,36	-0,193130043
9,37	-0,192124528
9,38	-0,191125212
9,39	-0,190132053
9,4	-0,189145006
9,41	-0,188164028
9,42	-0,187189078
9,43	-0,186220111
9,44	-0,185257087
9,45	-0,184299963
9,46	-0,183348697
9,47	-0,18240325
9,48	-0,18146358
9,49	-0,180529646
9,5	-0,179601408
9,51	-0,178678827
9,52	-0,177761863
9,53	-0,176850476
9,54	-0,175944628
9,55	-0,17504428
9,56	-0,174149394
9,57	-0,173259932
9,58	-0,172375856
9,59	-0,171497129
9,6	-0,170623713
9,61	-0,169755571
9,62	-0,168892668
9,63	-0,168034966
9,64	-0,16718243
9,65	-0,166335024
9,66	-0,165492713
9,67	-0,164655461
9,68	-0,163823234
9,69	-0,162995996
9,7	-0,162173714
9,71	-0,161356353
9,72	-0,16054388
9,73	-0,159736261
9,74	-0,158933462
9,75	-0,158135451
9,76	-0,157342195
9,77	-0,156553661
9,78	-0,155769817
9,79	-0,15499063
9,8	-0,15421607
9,81	-0,153446104
9,82	-0,152680701
9,83	-0,15191983
9,84	-0,151163461
9,85	-0,150411561
9,86	-0,149664102
9,87	-0,148921053
9,88	-0,148182384
9,89	-0,147448066
9,9	-0,146718068
9,91	-0,145992362
9,92	-0,145270918
9,93	-0,144553708
9,94	-0,143840704
9,95	-0,143131876
9,96	-0,142427197
9,97	-0,141726639
9,98	-0,141030174
9,99	-0,140337774
10	-0,139649413
10,01	-0,138965062
10,02	-0,138284696
10,03	-0,137608287
10,04	-0,136935809
10,05	-0,136267236
10,06	-0,135602541
10,07	-0,134941699
10,08	-0,134284684
10,09	-0,13363147
10,1	-0,132982033
10,11	-0,132336346
10,12	-0,131694385
10,13	-0,131056126
10,14	-0,130421543
10,15	-0,129790612
10,16	-0,12916331
10,17	-0,128539611
10,18	-0,127919492
10,19	-0,12730293
10,2	-0,126689901
10,21	-0,126080382
10,22	-0,125474349
10,23	-0,124871779
10,24	-0,12427265
10,25	-0,123676939
10,26	-0,123084624
10,27	-0,122495682
10,28	-0,121910091
10,29	-0,121327829
10,3	-0,120748875
10,31	-0,120173206
10,32	-0,119600801
10,33	-0,119031639
10,34	-0,118465698
10,35	-0,117902959
10,36	-0,117343398
10,37	-0,116786997
10,38	-0,116233734
10,39	-0,11568359
10,4	-0,115136543
10,41	-0,114592573
10,42	-0,114051662
10,43	-0,113513788
10,44	-0,112978932
10,45	-0,112447075
10,46	-0,111918197
10,47	-0,111392279
10,48	-0,110869301
10,49	-0,110349246
10,5	-0,109832093
10,51	-0,109317825
10,52	-0,108806423
10,53	-0,108297868
10,54	-0,107792142
10,55	-0,107289227
10,56	-0,106789105
10,57	-0,106291757
10,58	-0,105797167
10,59	-0,105305316
10,6	-0,104816188
10,61	-0,104329763
10,62	-0,103846027
10,63	-0,10336496
10,64	-0,102886546
10,65	-0,102410769
10,66	-0,101937612
10,67	-0,101467057
10,68	-0,100999088
10,69	-0,10053369
10,7	-0,100070844
10,71	-0,099610537
10,72	-0,099152751
10,73	-0,09869747
10,74	-0,098244678
10,75	-0,097794361
10,76	-0,097346501
10,77	-0,096901085
10,78	-0,096458095
10,79	-0,096017518
10,8	-0,095579338
10,81	-0,095143539
10,82	-0,094710107
10,83	-0,094279028
10,84	-0,093850285
10,85	-0,093423865
10,86	-0,092999753
10,87	-0,092577935
10,88	-0,092158396
10,89	-0,091741122
10,9	-0,091326099
10,91	-0,090913313
10,92	-0,09050275
10,93	-0,090094396
10,94	-0,089688237
10,95	-0,08928426
10,96	-0,088882451
10,97	-0,088482797
10,98	-0,088085284
10,99	-0,0876899
11	-0,08729663
11,01	-0,086905462
11,02	-0,086516383
11,03	-0,08612938
11,04	-0,08574444
11,05	-0,085361551
11,06	-0,084980699
11,07	-0,084601873
11,08	-0,084225059
11,09	-0,083850246
11,1	-0,083477421
11,11	-0,083106572
11,12	-0,082737687
11,13	-0,082370753
11,14	-0,08200576
11,15	-0,081642694
11,16	-0,081281545
11,17	-0,0809223
11,18	-0,080564949
11,19	-0,080209478
11,2	-0,079855878
11,21	-0,079504136
11,22	-0,079154241
11,23	-0,078806182
11,24	-0,078459948
11,25	-0,078115528
11,26	-0,07777291
11,27	-0,077432085
11,28	-0,077093041
11,29	-0,076755766
11,3	-0,076420252
11,31	-0,076086486
11,32	-0,075754459
11,33	-0,075424159
11,34	-0,075095577
11,35	-0,074768703
11,36	-0,074443525
11,37	-0,074120034
11,38	-0,073798219
11,39	-0,073478071
11,4	-0,073159579
11,41	-0,072842734
11,42	-0,072527526
11,43	-0,072213945
11,44	-0,071901981
11,45	-0,071591625
11,46	-0,071282866
11,47	-0,070975696
11,48	-0,070670105
11,49	-0,070366084
11,5	-0,070063623
11,51	-0,069762713
11,52	-0,069463344
11,53	-0,069165509
11,54	-0,068869197
11,55	-0,068574399
11,56	-0,068281107
11,57	-0,067989312
11,58	-0,067699004
11,59	-0,067410176
11,6	-0,067122817
11,61	-0,066836921
11,62	-0,066552477
11,63	-0,066269478
11,64	-0,065987915
11,65	-0,065707779
11,66	-0,065429063
11,67	-0,065151757
11,68	-0,064875854
11,69	-0,064601345
11,7	-0,064328223
11,71	-0,064056478
11,72	-0,063786104
11,73	-0,063517091
11,74	-0,063249433
11,75	-0,06298312
11,76	-0,062718146
11,77	-0,062454503
11,78	-0,062192182
11,79	-0,061931177
11,8	-0,061671478
11,81	-0,06141308
11,82	-0,061155974
11,83	-0,060900153
11,84	-0,060645609
11,85	-0,060392335
11,86	-0,060140324
11,87	-0,059889568
11,88	-0,059640061
11,89	-0,059391794
11,9	-0,059144761
11,91	-0,058898954
11,92	-0,058654368
11,93	-0,058410994
11,94	-0,058168825
11,95	-0,057927855
11,96	-0,057688077
11,97	-0,057449484
11,98	-0,057212069
11,99	-0,056975825
12	-0,056740747
12,01	-0,056506826
12,02	-0,056274057
12,03	-0,056042433
12,04	-0,055811947
12,05	-0,055582593
12,06	-0,055354364
12,07	-0,055127255
12,08	-0,054901258
12,09	-0,054676367
12,1	-0,054452577
12,11	-0,05422988
12,12	-0,054008271
12,13	-0,053787744
12,14	-0,053568292
12,15	-0,053349909
12,16	-0,05313259
12,17	-0,052916327
12,18	-0,052701116
12,19	-0,05248695
12,2	-0,052273824
12,21	-0,052061731
12,22	-0,051850667
12,23	-0,051640624
12,24	-0,051431597
12,25	-0,051223581
12,26	-0,05101657
12,27	-0,050810558
12,28	-0,05060554
12,29	-0,05040151
12,3	-0,050198463
12,31	-0,049996392
12,32	-0,049795294
12,33	-0,049595161
12,34	-0,04939599
12,35	-0,049197774
12,36	-0,049000508
12,37	-0,048804187
12,38	-0,048608805
12,39	-0,048414359
12,4	-0,048220841
12,41	-0,048028247
12,42	-0,047836573
12,43	-0,047645812
12,44	-0,04745596
12,45	-0,047267012
12,46	-0,047078963
12,47	-0,046891807
12,48	-0,046705541
12,49	-0,046520158
12,5	-0,046335655
12,51	-0,046152026
12,52	-0,045969267
12,53	-0,045787372
12,54	-0,045606337
12,55	-0,045426158
12,56	-0,045246829
12,57	-0,045068346
12,58	-0,044890704
12,59	-0,044713899
12,6	-0,044537926
12,61	-0,044362781
12,62	-0,044188458
12,63	-0,044014955
12,64	-0,043842265
12,65	-0,043670385
12,66	-0,043499311
12,67	-0,043329037
12,68	-0,04315956
12,69	-0,042990875
12,7	-0,042822977
12,71	-0,042655864
12,72	-0,04248953
12,73	-0,042323971
12,74	-0,042159183
12,75	-0,041995162
12,76	-0,041831903
12,77	-0,041669403
12,78	-0,041507658
12,79	-0,041346663
12,8	-0,041186414
12,81	-0,041026908
12,82	-0,04086814
12,83	-0,040710106
12,84	-0,040552803
12,85	-0,040396227
12,86	-0,040240373
12,87	-0,040085237
12,88	-0,039930817
12,89	-0,039777108
12,9	-0,039624106
12,91	-0,039471807
12,92	-0,039320208
12,93	-0,039169305
12,94	-0,039019095
12,95	-0,038869573
12,96	-0,038720736
12,97	-0,038572581
12,98	-0,038425103
12,99	-0,038278299
13	-0,038132165
13,01	-0,037986699
13,02	-0,037841896
13,03	-0,037697753
13,04	-0,037554266
13,05	-0,037411432
13,06	-0,037269248
13,07	-0,03712771
13,08	-0,036986814
13,09	-0,036846558
13,1	-0,036706938
13,11	-0,03656795
13,12	-0,036429591
13,13	-0,036291858
13,14	-0,036154748
13,15	-0,036018258
13,16	-0,035882383
13,17	-0,035747121
13,18	-0,035612469
13,19	-0,035478423
13,2	-0,035344981
13,21	-0,035212139
13,22	-0,035079893
13,23	-0,034948242
13,24	-0,034817181
13,25	-0,034686709
13,26	-0,03455682
13,27	-0,034427514
13,28	-0,034298786
13,29	-0,034170633
13,3	-0,034043053
13,31	-0,033916043
13,32	-0,0337896
13,33	-0,03366372
13,34	-0,033538401
13,35	-0,03341364
13,36	-0,033289433
13,37	-0,03316578
13,38	-0,033042675
13,39	-0,032920117
13,4	-0,032798102
13,41	-0,032676628
13,42	-0,032555693
13,43	-0,032435292
13,44	-0,032315424
13,45	-0,032196086
13,46	-0,032077275
13,47	-0,031958989
13,48	-0,031841224
13,49	-0,031723978
13,5	-0,031607248
13,51	-0,031491033
13,52	-0,031375328
13,53	-0,031260132
13,54	-0,031145441
13,55	-0,031031254
13,56	-0,030917568
13,57	-0,030804379
13,58	-0,030691687
13,59	-0,030579487
13,6	-0,030467779
13,61	-0,030356558
13,62	-0,030245823
13,63	-0,030135571
13,64	-0,0300258
13,65	-0,029916507
13,66	-0,02980769
13,67	-0,029699346
13,68	-0,029591474
13,69	-0,02948407
13,7	-0,029377133
13,71	-0,029270659
13,72	-0,029164647
13,73	-0,029059095
13,74	-0,028953999
13,75	-0,028849358
13,76	-0,02874517
13,77	-0,028641431
13,78	-0,028538141
13,79	-0,028435296
13,8	-0,028332894
13,81	-0,028230934
13,82	-0,028129413
13,83	-0,028028328
13,84	-0,027927678
13,85	-0,027827461
13,86	-0,027727673
13,87	-0,027628314
13,88	-0,027529381
13,89	-0,027430871
13,9	-0,027332784
13,91	-0,027235115
13,92	-0,027137865
13,93	-0,02704103
13,94	-0,026944608
13,95	-0,026848598
13,96	-0,026752997
13,97	-0,026657803
13,98	-0,026563015
13,99	-0,02646863
14	-0,026374646
14,01	-0,026281061
14,02	-0,026187874
14,03	-0,026095082
14,04	-0,026002683
14,05	-0,025910676
14,06	-0,025819059
14,07	-0,025727829
14,08	-0,025636985
14,09	-0,025546524
14,1	-0,025456446
14,11	-0,025366748
14,12	-0,025277427
14,13	-0,025188484
14,14	-0,025099914
14,15	-0,025011718
14,16	-0,024923892
14,17	-0,024836435
14,18	-0,024749345
14,19	-0,024662621
14,2	-0,024576261
14,21	-0,024490262
14,22	-0,024404624
14,23	-0,024319343
14,24	-0,02423442
14,25	-0,024149851
14,26	-0,024065636
14,27	-0,023981772
14,28	-0,023898257
14,29	-0,023815091
14,3	-0,023732271
14,31	-0,023649796
14,32	-0,023567664
14,33	-0,023485873
14,34	-0,023404422
14,35	-0,023323309
14,36	-0,023242532
14,37	-0,02316209
14,38	-0,023081981
14,39	-0,023002204
14,4	-0,022922757
14,41	-0,022843639
14,42	-0,022764847
14,43	-0,02268638
14,44	-0,022608237
14,45	-0,022530416
14,46	-0,022452916
14,47	-0,022375735
14,48	-0,022298872
14,49	-0,022222324
14,5	-0,022146091
14,51	-0,022070171
14,52	-0,021994562
14,53	-0,021919264
14,54	-0,021844274
14,55	-0,021769591
14,56	-0,021695214
14,57	-0,021621141
14,58	-0,02154737
14,59	-0,021473901
14,6	-0,021400732
14,61	-0,021327861
14,62	-0,021255287
14,63	-0,021183009
14,64	-0,021111024
14,65	-0,021039333
14,66	-0,020967933
14,67	-0,020896823
14,68	-0,020826002
14,69	-0,020755468
14,7	-0,02068522
14,71	-0,020615257
14,72	-0,020545577
14,73	-0,020476179
14,74	-0,020407061
14,75	-0,020338223
14,76	-0,020269663
14,77	-0,020201379
14,78	-0,020133371
14,79	-0,020065636
14,8	-0,019998175
14,81	-0,019930985
14,82	-0,019864065
14,83	-0,019797415
14,84	-0,019731032
14,85	-0,019664915
14,86	-0,019599064
14,87	-0,019533476
14,88	-0,019468152
14,89	-0,019403089
14,9	-0,019338286
14,91	-0,019273742
14,92	-0,019209456
14,93	-0,019145427
14,94	-0,019081654
14,95	-0,019018134
14,96	-0,018954868
14,97	-0,018891854
14,98	-0,018829091
14,99	-0,018766577
15	-0,018704312
15,01	-0,018642294
15,02	-0,018580522
15,03	-0,018518995
15,04	-0,018457713
15,05	-0,018396673
15,06	-0,018335874
15,07	-0,018275316
15,08	-0,018214998
15,09	-0,018154918
15,1	-0,018095075
15,11	-0,018035469
15,12	-0,017976097
15,13	-0,01791696
15,14	-0,017858055
15,15	-0,017799383
15,16	-0,017740941
15,17	-0,017682729
15,18	-0,017624745
15,19	-0,01756699
15,2	-0,01750946
15,21	-0,017452157
15,22	-0,017395078
15,23	-0,017338222
15,24	-0,017281589
15,25	-0,017225178
15,26	-0,017168987
15,27	-0,017113015
15,28	-0,017057262
15,29	-0,017001726
15,3	-0,016946407
15,31	-0,016891304
15,32	-0,016836415
15,33	-0,016781739
15,34	-0,016727276
15,35	-0,016673025
15,36	-0,016618984
15,37	-0,016565154
15,38	-0,016511532
15,39	-0,016458117
15,4	-0,01640491
15,41	-0,016351909
15,42	-0,016299113
15,43	-0,01624652
15,44	-0,016194131
15,45	-0,016141945
15,46	-0,01608996
15,47	-0,016038175
15,48	-0,01598659
15,49	-0,015935203
15,5	-0,015884014
15,51	-0,015833022
15,52	-0,015782227
15,53	-0,015731626
15,54	-0,01568122
15,55	-0,015631007
15,56	-0,015580986
15,57	-0,015531157
15,58	-0,015481519
15,59	-0,015432072
15,6	-0,015382813
15,61	-0,015333742
15,62	-0,015284859
15,63	-0,015236163
15,64	-0,015187652
15,65	-0,015139326
15,66	-0,015091185
15,67	-0,015043227
15,68	-0,014995451
15,69	-0,014947857
15,7	-0,014900444
15,71	-0,014853211
15,72	-0,014806157
15,73	-0,014759282
15,74	-0,014712585
15,75	-0,014666064
15,76	-0,01461972
15,77	-0,014573551
15,78	-0,014527556
15,79	-0,014481736
15,8	-0,014436088
15,81	-0,014390613
15,82	-0,01434531
15,83	-0,014300177
