r [A]	U [eV]
15,84	-0,014255214
15,85	-0,014210421
15,86	-0,014165796
15,87	-0,014121339
15,88	-0,014077049
15,89	-0,014032926
15,9	-0,013988968
15,91	-0,013945175
15,92	-0,013901546
15,93	-0,013858081
15,94	-0,013814779
15,95	-0,013771638
15,96	-0,013728659
15,97	-0,013685841
15,98	-0,013643182
15,99	-0,013600683
16	-0,013558342
16,01	-0,013516159
16,02	-0,013474134
16,03	-0,013432265
16,04	-0,013390551
16,05	-0,013348993
16,06	-0,01330759
16,07	-0,01326634
16,08	-0,013225243
16,09	-0,013184299
16,1	-0,013143506
16,11	-0,013102865
16,12	-0,013062375
16,13	-0,013022034
16,14	-0,012981842
16,15	-0,012941799
16,16	-0,012901904
16,17	-0,012862156
16,18	-0,012822555
16,19	-0,0127831
16,2	-0,012743791
16,21	-0,012704626
16,22	-0,012665605
16,23	-0,012626728
16,24	-0,012587994
16,25	-0,012549402
16,26	-0,012510952
16,27	-0,012472643
16,28	-0,012434474
16,29	-0,012396446
16,3	-0,012358556
16,31	-0,012320806
16,32	-0,012283193
16,33	-0,012245718
16,34	-0,01220838
16,35	-0,012171179
16,36	-0,012134113
16,37	-0,012097182
16,38	-0,012060387
16,39	-0,012023725
16,4	-0,011987196
16,41	-0,011950801
16,42	-0,011914538
16,43	-0,011878406
16,44	-0,011842406
16,45	-0,011806537
16,46	-0,011770798
16,47	-0,011735188
16,48	-0,011699708
16,49	-0,011664356
16,5	-0,011629132
16,51	-0,011594035
16,52	-0,011559065
16,53	-0,011524222
16,54	-0,011489504
16,55	-0,011454912
16,56	-0,011420445
16,57	-0,011386101
16,58	-0,011351882
16,59	-0,011317785
16,6	-0,011283812
16,61	-0,01124996
16,62	-0,01121623
16,63	-0,011182622
16,64	-0,011149134
16,65	-0,011115766
16,66	-0,011082517
16,67	-0,011049388
16,68	-0,011016378
16,69	-0,010983485
16,7	-0,010950711
16,71	-0,010918053
16,72	-0,010885512
16,73	-0,010853087
16,74	-0,010820778
16,75	-0,010788585
16,76	-0,010756506
16,77	-0,010724541
16,78	-0,01069269
16,79	-0,010660952
16,8	-0,010629328
16,81	-0,010597815
16,82	-0,010566415
16,83	-0,010535126
16,84	-0,010503948
16,85	-0,01047288
16,86	-0,010441923
16,87	-0,010411075
16,88	-0,010380337
16,89	-0,010349707
16,9	-0,010319185
16,91	-0,010288772
16,92	-0,010258465
16,93	-0,010228266
16,94	-0,010198173
16,95	-0,010168187
16,96	-0,010138305
16,97	-0,010108529
16,98	-0,010078858
16,99	-0,010049291
17	-0,010019829
17,01	-0,009990469
17,02	-0,009961213
17,03	-0,009932059
17,04	-0,009903008
17,05	-0,009874058
17,06	-0,00984521
17,07	-0,009816463
17,08	-0,009787816
17,09	-0,009759269
17,1	-0,009730822
17,11	-0,009702475
17,12	-0,009674227
17,13	-0,009646077
17,14	-0,009618025
17,15	-0,009590071
17,16	-0,009562214
17,17	-0,009534454
17,18	-0,009506791
17,19	-0,009479224
17,2	-0,009451753
17,21	-0,009424377
17,22	-0,009397096
17,23	-0,009369909
17,24	-0,009342817
17,25	-0,009315819
17,26	-0,009288915
17,27	-0,009262103
17,28	-0,009235384
17,29	-0,009208757
17,3	-0,009182223
17,31	-0,00915578
17,32	-0,009129428
17,33	-0,009103167
17,34	-0,009076997
17,35	-0,009050917
17,36	-0,009024927
17,37	-0,008999026
17,38	-0,008973214
17,39	-0,008947491
17,4	-0,008921856
17,41	-0,008896309
17,42	-0,00887085
17,43	-0,008845478
17,44	-0,008820193
17,45	-0,008794995
17,46	-0,008769883
17,47	-0,008744857
17,48	-0,008719916
17,49	-0,008695061
17,5	-0,00867029
17,51	-0,008645604
17,52	-0,008621003
17,53	-0,008596485
17,54	-0,008572051
17,55	-0,0085477
17,56	-0,008523432
17,57	-0,008499246
17,58	-0,008475143
17,59	-0,008451121
17,6	-0,008427182
17,61	-0,008403323
17,62	-0,008379545
17,63	-0,008355848
17,64	-0,008332232
17,65	-0,008308695
17,66	-0,008285238
17,67	-0,00826186
17,68	-0,008238561
17,69	-0,008215342
17,7	-0,0081922
17,71	-0,008169137
17,72	-0,008146151
17,73	-0,008123243
17,74	-0,008100412
17,75	-0,008077658
17,76	-0,008054981
17,77	-0,00803238
17,78	-0,008009854
17,79	-0,007987405
17,8	-0,007965031
17,81	-0,007942732
17,82	-0,007920508
17,83	-0,007898358
17,84	-0,007876283
17,85	-0,007854282
17,86	-0,007832354
17,87	-0,007810499
17,88	-0,007788718
17,89	-0,007767009
17,9	-0,007745373
17,91	-0,00772381
17,92	-0,007702318
17,93	-0,007680897
17,94	-0,007659549
17,95	-0,007638271
17,96	-0,007617064
17,97	-0,007595928
17,98	-0,007574862
17,99	-0,007553866
18	-0,007532939
18,01	-0,007512082
18,02	-0,007491295
18,03	-0,007470576
18,04	-0,007449926
18,05	-0,007429345
18,06	-0,007408831
18,07	-0,007388385
18,08	-0,007368007
18,09	-0,007347697
18,1	-0,007327453
18,11	-0,007307277
18,12	-0,007287167
18,13	-0,007267123
18,14	-0,007247145
18,15	-0,007227233
18,16	-0,007207387
18,17	-0,007187606
18,18	-0,00716789
18,19	-0,007148239
18,2	-0,007128652
18,21	-0,00710913
18,22	-0,007089672
18,23	-0,007070277
18,24	-0,007050947
18,25	-0,007031679
18,26	-0,007012475
18,27	-0,006993333
18,28	-0,006974254
18,29	-0,006955238
18,3	-0,006936284
18,31	-0,006917391
18,32	-0,00689856
18,33	-0,006879791
18,34	-0,006861083
18,35	-0,006842436
18,36	-0,006823849
18,37	-0,006805323
18,38	-0,006786858
18,39	-0,006768452
18,4	-0,006750106
18,41	-0,00673182
18,42	-0,006713593
18,43	-0,006695426
18,44	-0,006677317
18,45	-0,006659267
18,46	-0,006641275
18,47	-0,006623342
18,48	-0,006605467
18,49	-0,006587649
18,5	-0,006569889
18,51	-0,006552187
18,52	-0,006534542
18,53	-0,006516953
18,54	-0,006499422
18,55	-0,006481947
18,56	-0,006464528
18,57	-0,006447165
18,58	-0,006429858
18,59	-0,006412607
18,6	-0,006395412
18,61	-0,006378271
18,62	-0,006361186
18,63	-0,006344156
18,64	-0,00632718
18,65	-0,006310258
18,66	-0,006293391
18,67	-0,006276578
18,68	-0,006259819
18,69	-0,006243113
18,7	-0,006226461
18,71	-0,006209862
18,72	-0,006193316
18,73	-0,006176823
18,74	-0,006160383
18,75	-0,006143995
18,76	-0,006127659
18,77	-0,006111375
18,78	-0,006095143
18,79	-0,006078963
18,8	-0,006062835
18,81	-0,006046757
18,82	-0,006030731
18,83	-0,006014756
18,84	-0,005998831
18,85	-0,005982957
18,86	-0,005967133
18,87	-0,005951359
18,88	-0,005935636
18,89	-0,005919962
18,9	-0,005904338
18,91	-0,005888763
18,92	-0,005873237
18,93	-0,005857761
18,94	-0,005842333
18,95	-0,005826954
18,96	-0,005811624
18,97	-0,005796342
18,98	-0,005781108
18,99	-0,005765922
19	-0,005750784
19,01	-0,005735694
19,02	-0,005720651
19,03	-0,005705655
19,04	-0,005690706
19,05	-0,005675805
19,06	-0,00566095
19,07	-0,005646142
19,08	-0,00563138
19,09	-0,005616664
19,1	-0,005601995
19,11	-0,005587371
19,12	-0,005572793
19,13	-0,005558261
19,14	-0,005543774
19,15	-0,005529333
19,16	-0,005514936
19,17	-0,005500585
19,18	-0,005486278
19,19	-0,005472016
19,2	-0,005457798
19,21	-0,005443625
19,22	-0,005429495
19,23	-0,00541541
19,24	-0,005401368
19,25	-0,005387371
19,26	-0,005373416
19,27	-0,005359505
19,28	-0,005345637
19,29	-0,005331812
19,3	-0,00531803
19,31	-0,005304291
19,32	-0,005290594
19,33	-0,005276939
19,34	-0,005263327
19,35	-0,005249757
19,36	-0,005236229
19,37	-0,005222743
19,38	-0,005209298
19,39	-0,005195895
19,4	-0,005182533
19,41	-0,005169212
19,42	-0,005155932
19,43	-0,005142694
19,44	-0,005129496
19,45	-0,005116338
19,46	-0,005103221
19,47	-0,005090144
19,48	-0,005077108
19,49	-0,005064111
19,5	-0,005051155
19,51	-0,005038238
19,52	-0,005025361
19,53	-0,005012523
19,54	-0,004999724
19,55	-0,004986965
19,56	-0,004974245
19,57	-0,004961563
19,58	-0,004948921
19,59	-0,004936317
19,6	-0,004923751
19,61	-0,004911224
19,62	-0,004898735
19,63	-0,004886284
19,64	-0,004873871
19,65	-0,004861496
19,66	-0,004849158
19,67	-0,004836858
19,68	-0,004824595
19,69	-0,00481237
19,7	-0,004800182
19,71	-0,004788031
19,72	-0,004775916
19,73	-0,004763839
19,74	-0,004751798
19,75	-0,004739793
19,76	-0,004727825
19,77	-0,004715893
19,78	-0,004703997
19,79	-0,004692137
19,8	-0,004680313
19,81	-0,004668525
19,82	-0,004656773
19,83	-0,004645055
19,84	-0,004633373
19,85	-0,004621727
19,86	-0,004610115
19,87	-0,004598539
19,88	-0,004586997
19,89	-0,00457549
19,9	-0,004564017
19,91	-0,004552579
19,92	-0,004541176
19,93	-0,004529806
19,94	-0,004518471
19,95	-0,00450717
19,96	-0,004495903
19,97	-0,004484669
19,98	-0,004473469
19,99	-0,004462303
20	-0,00445117
20,01	-0,00444007
20,02	-0,004429004
20,03	-0,00441797
20,04	-0,00440697
20,05	-0,004396002
