485,6	1,9674E+01
460,0	2,3441E+01
436,5	2,6423E+01
412,2	3,2071E+01
387,2	3,6853E+01
363,1	4,0887E+01
338,8	4,9073E+01
313,1	6,1895E+01
288,8	7,9334E+01
263,9	1,1027E+02
240,0	1,3580E+02
215,4	1,8514E+02
191,0	2,7335E+02
167,2	4,3527E+02
144,0	6,4768E+02
121,1	1,0789E+03
98,6	1,9262E+03
76,7	3,8078E+03
54,8	7,7902E+03
33,6	1,6625E+04
25,0	2,3228E+04
