435,6	2,5501E+01
410,2	3,1167E+01
384,7	3,5134E+01
359,5	3,9951E+01
334,0	4,5335E+01
308,7	5,1001E+01
283,4	5,7988E+01
258,5	6,5740E+01
233,5	7,4955E+01
208,8	8,7438E+01
184,5	1,0178E+02
160,2	1,1962E+02
136,7	1,4187E+02
113,4	1,7059E+02
90,6	2,0888E+02
68,3	2,6120E+02
46,0	3,3624E+02
24,2	4,4388E+02
