435,6	1,8284E+01
410,2	2,2347E+01
384,7	2,5191E+01
359,5	2,8645E+01
334,0	3,2504E+01
308,7	3,6567E+01
283,4	4,1577E+01
258,5	4,7135E+01
233,5	5,3742E+01
208,8	6,2692E+01
184,5	7,2971E+01
160,2	8,5765E+01
136,7	1,0172E+02
113,4	1,2231E+02
90,6	1,4977E+02
68,3	1,8728E+02
46,0	2,4108E+02
24,2	3,1825E+02
